,age,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,poutcome_other,poutcome_success,poutcome_unknown,contact_telephone,contact_unknown
22881,32,0,255,0,1,25,3,63,5,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22882,30,0,420,0,0,25,3,618,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22883,45,0,285,0,0,25,3,202,7,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
22884,46,0,185,0,0,25,3,226,10,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22885,31,0,166,0,0,25,3,392,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22886,30,0,0,0,0,25,3,144,18,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22887,52,0,3163,0,0,25,3,56,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22888,31,0,23,0,0,25,3,121,3,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
22889,35,0,31,0,0,25,3,390,8,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22890,49,0,5244,0,0,25,3,60,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22891,51,0,1242,0,0,25,3,75,11,-1,0,no,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22892,48,0,4300,1,1,25,3,99,6,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22893,34,0,224,0,0,25,3,108,5,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22894,49,0,272,0,1,25,3,146,18,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
22895,34,0,354,0,0,25,3,358,3,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22896,54,0,1451,0,0,25,3,308,7,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22897,54,0,1331,0,0,25,3,240,9,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22898,34,0,94,0,0,25,3,45,11,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22899,43,0,778,1,0,25,3,230,5,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22900,48,0,44,0,1,25,3,98,3,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22901,38,0,46,0,0,25,3,90,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22902,57,0,1303,0,0,25,3,83,4,-1,0,no,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22903,59,0,0,0,0,25,3,128,5,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22904,39,0,0,0,0,25,3,194,9,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22905,49,0,338,0,0,25,3,941,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22906,51,0,917,0,0,25,3,56,6,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22907,34,0,1035,0,0,25,3,1374,10,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22908,31,0,0,0,0,25,3,249,6,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22909,51,0,746,0,0,25,3,372,5,-1,0,yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22910,34,0,333,0,0,26,3,90,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22911,50,0,161,0,0,26,3,19,17,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22912,38,0,93,1,0,26,3,69,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22913,44,0,268,0,0,26,3,127,5,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22914,40,0,50,0,0,26,3,63,6,-1,0,no,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22915,44,0,3674,0,0,26,3,122,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22916,42,0,0,0,0,26,3,179,16,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22917,30,0,1499,0,0,26,3,66,21,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22918,41,0,771,1,0,26,3,106,8,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22919,51,0,9864,0,0,26,3,69,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22920,42,0,295,1,0,26,3,109,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22921,57,0,437,0,0,26,3,435,5,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
22922,39,0,807,1,1,26,3,209,6,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22923,32,0,2536,1,0,26,3,958,6,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22924,34,0,1322,0,0,26,3,170,3,-1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
22925,53,0,392,0,0,26,3,95,6,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22926,60,0,17297,0,0,26,3,664,11,-1,0,yes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
22927,54,0,7073,0,0,26,3,479,6,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22928,61,0,7935,0,0,26,3,427,17,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22929,52,0,1401,0,0,26,3,77,8,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22930,52,0,526,0,1,26,3,60,6,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22931,37,0,675,0,0,26,3,49,13,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22932,47,0,175,1,0,26,3,102,7,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22933,33,0,0,0,0,26,3,73,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22934,35,0,973,0,0,26,3,109,9,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
22935,37,0,111,0,0,26,3,179,8,-1,0,no,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22936,32,0,39,0,0,26,3,175,11,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22937,35,0,5535,0,0,26,3,0,15,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22938,46,0,22,0,0,26,3,388,6,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22939,41,0,2251,0,0,26,3,338,9,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22940,37,0,1578,0,1,26,3,85,6,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22941,51,0,87,0,0,26,3,42,7,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
22942,51,0,292,0,0,26,3,146,9,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22943,45,0,2,0,0,26,3,105,10,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22944,35,0,1285,0,0,26,3,100,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22945,58,0,1,0,0,26,3,112,4,-1,0,no,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22946,53,0,18,0,0,26,3,55,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22947,54,0,2625,1,0,26,3,67,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22948,39,0,309,0,0,26,3,94,14,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22949,32,0,409,0,1,26,3,74,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22950,35,0,714,1,0,26,3,135,22,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22951,48,0,0,0,0,26,3,60,5,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22952,30,0,10,0,0,26,3,276,8,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
22953,49,0,0,0,0,26,3,159,4,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22954,31,0,7005,0,0,26,3,171,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
22955,51,0,19,0,0,26,3,26,10,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22956,43,0,1326,0,0,26,3,93,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22957,47,0,32,0,1,26,3,137,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22958,34,0,250,0,0,26,3,64,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22959,56,0,0,0,0,26,3,102,2,-1,0,no,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22960,53,0,206,0,0,26,3,87,6,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22961,46,0,1596,1,0,26,3,106,7,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22962,33,0,-370,1,0,26,3,108,7,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
22963,33,0,0,0,0,26,3,60,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22964,34,0,436,0,0,26,3,312,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22965,39,0,0,0,0,26,3,92,2,-1,0,no,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
22966,33,0,659,0,0,26,3,274,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22967,51,0,50,0,0,26,3,178,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22968,51,0,176,0,1,26,3,80,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22969,49,0,50,0,0,26,3,169,2,-1,0,no,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
22970,41,0,1413,0,0,26,3,81,5,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
22971,57,0,31,0,1,26,3,395,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
22972,44,1,-11,0,0,26,3,317,5,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22973,51,0,276,0,0,26,3,217,2,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22974,52,0,60,0,1,26,3,196,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22975,31,0,-231,1,0,26,3,221,2,-1,0,no,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22976,38,0,21,0,0,26,3,634,2,-1,0,no,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22977,38,0,-6,0,0,26,3,700,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22978,54,0,446,0,0,26,3,67,6,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
22979,42,0,222,0,0,26,3,80,16,-1,0,no,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
22980,47,0,0,0,0,26,3,185,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22981,35,0,7838,0,0,26,3,17,23,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
22982,49,0,3478,0,0,26,3,165,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22983,33,0,121,0,0,26,3,210,6,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22984,31,0,0,0,0,26,3,76,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22985,45,0,0,0,0,26,3,64,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22986,55,0,-612,0,0,26,3,131,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22987,30,0,15,0,1,26,3,252,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
22988,43,0,17555,0,0,26,3,14,14,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22989,45,1,-190,0,1,26,3,92,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22990,54,0,0,0,0,26,3,748,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22991,31,0,218,0,0,26,3,267,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22992,48,0,0,0,0,26,3,176,15,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
22993,60,0,1396,0,1,26,3,104,2,-1,0,no,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
22994,38,0,0,0,0,26,3,65,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
22995,32,0,0,0,0,26,3,181,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22996,36,0,4644,0,0,26,3,29,12,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
22997,43,0,-166,1,1,26,3,176,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22998,51,0,6343,1,0,26,3,28,20,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22999,48,0,2688,0,1,26,3,610,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
23000,54,0,965,0,0,26,3,345,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
23001,30,0,19,0,0,26,3,191,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
23002,59,0,3096,0,0,26,3,18,17,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23003,34,0,94,1,0,26,3,541,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23004,40,0,0,0,0,26,3,67,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23005,32,0,316,0,0,26,3,137,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23006,59,0,0,0,0,26,3,94,2,-1,0,no,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23007,35,0,0,0,0,26,3,259,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23008,55,0,630,0,0,26,3,146,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23009,47,0,0,0,0,26,3,292,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23010,46,0,3,0,0,26,3,153,14,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23011,56,0,272,0,0,26,3,103,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
23012,47,0,414,0,0,26,3,142,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23013,45,0,0,0,0,26,3,392,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23014,31,0,29,0,0,26,3,179,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
23015,45,0,512,0,0,26,3,123,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23016,31,0,17,0,0,26,3,239,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
23017,35,0,188,0,0,26,3,286,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
23018,44,0,813,0,0,26,3,358,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
23019,44,0,1752,0,0,26,3,312,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23020,33,0,0,0,0,26,3,126,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23021,55,0,273,0,0,26,3,417,2,-1,0,no,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23022,54,0,19,0,0,26,3,131,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23023,53,0,0,0,0,26,3,392,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
23024,37,0,827,1,1,26,3,85,16,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
23025,40,0,0,1,0,26,3,24,16,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
23026,36,0,1313,0,0,26,3,80,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23027,47,0,1764,0,1,26,3,119,6,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23028,49,0,1219,1,0,26,3,168,5,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23029,31,0,798,0,0,26,3,66,10,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
23030,41,0,725,0,0,26,3,460,10,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23031,42,0,154,0,0,26,3,183,10,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23032,49,0,0,0,0,26,3,189,4,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23033,52,0,431,0,0,26,3,73,17,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23034,30,0,9645,0,1,26,3,130,10,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23035,32,0,5167,0,0,26,3,10,18,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
23036,47,0,612,0,0,26,3,139,4,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23037,58,0,0,0,0,26,3,168,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23038,33,0,0,0,0,26,3,99,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
23039,36,0,0,0,0,26,3,97,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23040,30,0,73,0,1,26,3,43,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23041,60,0,11,0,0,26,3,15,10,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
23042,48,0,0,1,0,26,3,204,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23043,31,1,-51,0,1,26,3,173,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23044,46,0,588,1,0,26,3,260,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23045,51,0,-471,0,0,26,3,169,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23046,50,0,579,0,0,26,3,83,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23047,41,0,231,0,0,26,3,428,2,-1,0,yes,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
23048,59,0,2,0,0,26,3,164,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23049,33,0,3773,0,0,26,3,124,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
23050,32,0,-55,1,0,26,3,107,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23051,35,0,6,0,0,26,3,130,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23052,44,0,608,0,0,26,3,128,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
23053,37,0,9,0,0,26,3,484,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
23054,60,0,5,0,0,26,3,63,2,-1,0,no,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23055,42,0,145,0,0,26,3,174,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
23056,53,0,0,0,0,26,3,240,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23057,47,0,0,0,0,26,3,71,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23058,49,0,108,0,0,26,3,210,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23059,33,0,544,0,1,26,3,111,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23060,35,0,0,0,0,26,3,436,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23061,47,0,581,1,0,26,3,79,6,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23062,38,0,0,1,0,26,3,22,38,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23063,38,0,0,0,0,26,3,101,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23064,35,0,38,0,0,26,3,194,8,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23065,48,0,4852,0,0,26,3,41,11,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23066,42,0,275,0,0,26,3,31,8,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23067,47,0,1245,0,0,26,3,17,15,-1,0,no,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23068,35,0,841,0,0,26,3,301,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23069,52,0,83,0,0,26,3,1223,6,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
23070,30,1,471,1,0,26,3,73,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23071,35,0,79,1,0,26,3,12,16,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23072,42,0,1243,0,0,26,3,1000,4,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23073,45,0,34,0,0,26,3,333,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
23074,48,0,2537,0,0,26,3,219,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23075,47,0,284,0,0,26,3,266,5,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23076,60,0,0,0,0,26,3,362,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
